Age,Gender,Income,DaysWithoutFrequency,LifetimeValue,UseByTime,AthleticsActivities,WaterActivities,FitnessActivities,TeamActivities,RacketActivities,CombatActivities,SpecialActivities,OtherActivities,NumberOfFrequencies,AttendedClasses,AllowedWeeklyVisitsBySLA,AllowedNumberOfVisitsBySLA,RealNumberOfVisits,NumberOfRenewals,HasReferences,NumberOfReferences,Dropout,AgeGroups,TotalTimeOfEnrollment,TimeSinceLastVisit,RecentActivityPeriod,AverageVisitFrequency
0.52,0,0.3953252032520325,0.04216867469879518,0.058966575011523116,0,0,0,1,0,0,0,0,0,0.06875,0.0,0.9999999999999999,0.2566501023092663,0.041666666666666664,0.16666666666666666,0,0.0,1,0,0.1723426212590299,0.047790339157245634,0.008196721311475419,0.00795551753635586
0.25333333333333335,1,0.16869918699186992,0.001004016064257028,0.09237566953287665,1,0,0,1,0,0,0,0,0,0.09791666666666667,0.0,0.9999999999999999,0.1397252265419468,0.16666666666666666,0.16666666666666666,0,0.0,1,3,0.19298245614035087,0.0005138746145940391,0.5027322404371585,0.028418640183346066
0.37333333333333335,1,0.2550813008130081,0.010040160642570281,0.016529713749860928,0,0,0,1,0,0,1,0,0,0.0010416666666666667,0.0,0.9999999999999999,0.0979245834551301,0.027777777777777776,0.0,0,0.0,0,4,0.01547987616099071,0.0051387461459403904,0.008196721311475419,0.05904761904761904
0.4,1,0.30691056910569103,0.24497991967871482,0.19574995629162228,0,0,0,0,0,0,1,0,0,0.041666666666666664,0.0,0.9999999999999999,0.25226541946799186,0.0,0.16666666666666666,0,0.0,1,4,0.3348813209494324,0.7353545734840699,0.505464480874317,0.0
0.3466666666666667,0,0.21544715447154472,0.06325301204819277,0.05963412114372904,0,0,0,0,0,0,1,0,0,0.007291666666666667,0.0,0.9999999999999999,0.25226541946799186,0.0,0.0,0,0.0,1,4,0.08307533539731682,0.2672147995889003,0.5027322404371585,0.0
0.5733333333333334,0,0.3394308943089431,0.10341365461847389,0.11195702274425036,0,0,0,0,0,0,0,1,0,0.01875,0.046798029556650245,0.16666666666666666,0.2840439303461812,0.013888888888888888,0.16666666666666666,0,0.0,1,0,0.17801857585139316,0.8268242548818089,1.0,0.0025672877846790888
0.32,1,0.17378048780487804,0.006024096385542168,0.3083109493459637,1,0,1,0,0,0,0,0,0,0.21458333333333332,0.5098522167487685,0.33333333333333337,0.10677746690608428,0.15277777777777776,0.5,0,0.0,1,4,0.5743034055727554,0.0030832476875642346,0.5027322404371585,0.008753690155307406
0.5866666666666667,0,0.25609756097560976,0.04518072289156626,0.10003655609771604,0,0,0,1,0,0,0,0,0,0.053125,0.0,0.9999999999999999,0.25226541946799186,0.1111111111111111,0.3333333333333333,0,0.0,1,0,0.2311661506707946,0.6449126413155191,0.505464480874317,0.015816326530612244
0.17333333333333334,0,0.0,0.0050200803212851405,0.18955131363542443,0,0,1,0,0,0,0,0,0,0.027083333333333334,0.04433497536945813,0.16666666666666666,0.02388608176389527,0.041666666666666664,0.6666666666666666,0,0.0,0,3,0.0,0.0025693730729701952,0.008196721311475419,0.0
0.22666666666666668,1,0.13109756097560976,0.06224899598393574,0.28837992911295834,0,0,0,0,0,1,0,0,0,0.065625,0.16502463054187191,0.16666666666666666,0.07040547876560739,0.0,0.3333333333333333,0,0.0,1,3,0.29721362229102166,0.6418293936279548,0.505464480874317,0.0
0.26666666666666666,0,0.20020325203252032,0.07630522088353413,0.019072746634454917,0,0,0,1,0,0,0,0,0,0.00625,0.0,0.9999999999999999,0.25226541946799186,0.0,0.0,0,0.0,1,3,0.059339525283797726,0.2857142857142857,0.5027322404371585,0.0
0.26666666666666666,0,0.125,0.056224899598393566,0.06411621660282595,0,0,0,1,0,0,0,0,0,0.027083333333333334,0.0,0.9999999999999999,0.12306343174510377,0.041666666666666664,0.5,0,0.0,1,3,0.3596491228070175,0.4362795477903392,0.5027322404371585,0.0038122566099610573
0.29333333333333333,0,0.15447154471544716,0.03413654618473895,0.08268035666036207,0,0,0,1,0,0,0,0,0,0.034374999999999996,0.0024630541871921183,0.9999999999999999,0.25226541946799186,0.05555555555555555,0.3333333333333333,0,0.0,1,4,0.2373581011351909,0.07605344295991778,0.5027322404371585,0.007701863354037267
0.28,0,0.18495934959349594,0.004016064257028112,0.023395902538264696,0,0,0,1,0,0,0,0,0,0.020833333333333332,0.0,0.9999999999999999,0.12306343174510377,0.09722222222222221,0.0,0,0.0,1,4,0.033023735810113516,0.47019527235354575,0.0,0.09687499999999999
0.02666666666666667,1,0.0,0.107429718875502,0.15666671964651843,0,0,1,0,0,0,0,0,0,0.016666666666666666,0.04187192118226601,0.16666666666666666,0.060884453167411375,0.0,0.16666666666666666,0,0.0,1,1,0.21413828689370484,0.6140801644398767,0.008196721311475419,0.0
0.28,1,0.16971544715447154,0.09236947791164658,0.011952254557591748,0,0,0,1,0,0,0,0,0,0.0,0.0,0.9999999999999999,0.1186787489038293,0.013888888888888888,0.16666666666666666,0,0.0,1,4,0.047987616099071206,0.8211716341212745,0.5027322404371585,0.009523809523809525
0.013333333333333334,0,0.0,0.07831325301204818,0.059189090388925086,0,0,1,0,0,0,0,0,0,0.00625,0.012315270935960592,0.16666666666666666,0.07040547876560739,0.0,0.16666666666666666,0,0.0,1,1,0.08771929824561403,0.049331963001027754,0.008196721311475419,0.0
0.9866666666666667,0,0.5294715447154471,0.020080321285140562,0.012238345757108571,0,0,0,1,0,0,0,0,0,0.003125,0.0,0.9999999999999999,0.12306343174510377,0.05555555555555555,0.0,0,0.0,0,2,0.01547987616099071,0.010277492291880781,0.008196721311475419,0.11809523809523809
0.25333333333333335,0,0.17479674796747968,0.0502008032128514,0.10141933022871402,0,0,0,1,0,0,1,0,0,0.05833333333333333,0.0,0.9999999999999999,0.25226541946799186,0.041666666666666664,0.16666666666666666,0,0.0,1,3,0.2265221878224974,0.7584789311408017,0.008196721311475419,0.006052717214448422
0.17333333333333334,0,0.0,0.009036144578313253,0.7025032979957722,0,0,1,0,1,0,1,0,0,0.20625,0.4088669950738916,0.16666666666666666,0.06923623000793419,0.06944444444444445,0.8333333333333333,1,0.3333333333333333,0,3,0.0,0.0046248715313463515,0.008196721311475419,0.0
0.37333333333333335,1,0.16463414634146342,0.03915662650602409,0.02721045186515568,0,0,1,0,0,0,0,0,0,0.021875,0.0,0.9999999999999999,0.25226541946799186,0.06944444444444445,0.0,0,0.0,1,4,0.05056759545923632,0.6418293936279548,0.505464480874317,0.04518950437317784
0.5066666666666667,0,0.19410569105691056,0.001004016064257028,0.17629575472447828,0,0,1,0,0,0,0,0,0,0.13125,0.3078817733990148,0.33333333333333337,0.10677746690608428,0.3472222222222222,0.16666666666666666,0,0.0,0,0,0.0,0.0005138746145940391,0.008196721311475419,0.0
0.6133333333333334,0,0.3353658536585366,0.004016064257028112,0.06115994087448544,0,0,1,1,0,0,0,0,0,0.008333333333333333,0.0,0.9999999999999999,0.1186787489038293,0.06944444444444445,0.0,0,0.0,1,0,0.0737874097007224,0.14182939362795477,0.0,0.03096903096903097
0.3466666666666667,0,0.21341463414634146,0.03915662650602409,0.059952000254303285,0,0,0,1,0,0,0,0,0,0.028125,0.0,0.9999999999999999,0.25226541946799186,0.08333333333333333,0.0,0,0.0,1,4,0.09494324045407636,0.6300102774922919,0.505464480874317,0.02888198757763975
0.26666666666666666,1,0.13821138211382114,0.03313253012048192,0.028577332040624952,0,0,0,1,0,0,0,0,0,0.007291666666666667,0.0,0.9999999999999999,0.1353405437006723,0.013888888888888888,0.0,0,0.0,1,3,0.06398348813209494,0.07553956834532374,0.5027322404371585,0.007142857142857143
0.29333333333333333,0,0.1524390243902439,0.035140562248995984,0.025589268401227015,0,0,0,1,0,0,0,0,0,0.010416666666666666,0.0,0.9999999999999999,0.24408067816427945,0.05555555555555555,0.0,0,0.0,1,4,0.09545923632610938,0.1223021582733813,0.0,0.01915057915057915
0.29333333333333333,0,0.2225609756097561,0.2931726907630522,0.023427690449322126,0,0,0,1,0,0,0,0,0,0.029166666666666667,0.0,0.9999999999999999,0.1186787489038293,0.18055555555555555,0.16666666666666666,0,0.0,1,4,0.1805985552115583,0.9239465570400822,0.008196721311475419,0.03289795918367347
0.45333333333333337,0,0.3638211382113821,0.02610441767068273,0.17985600076290986,0,0,1,1,0,0,0,0,0,0.125,0.0,0.9999999999999999,0.25226541946799186,0.16666666666666666,0.5,0,0.0,1,0,0.48039215686274506,0.24820143884892087,0.5027322404371585,0.011416295841644929
0.08,0,0.0,0.029116465863453813,0.2929097064386414,0,0,1,0,0,0,0,0,0,0.06458333333333334,0.12807881773399016,0.16666666666666666,0.07040547876560739,0.06944444444444445,0.5,0,0.0,1,1,0.3880288957688338,0.249743062692703,0.5027322404371585,0.005889057750759878
0.25333333333333335,0,0.1676829268292683,0.048192771084337345,0.014431711620070887,0,0,0,1,0,0,1,0,0,0.0020833333333333337,0.0,0.9999999999999999,0.25226541946799186,0.013888888888888888,0.0,0,0.0,1,3,0.03766769865841073,0.27132579650565264,0.5027322404371585,0.012133072407045009
0.14666666666666667,1,0.0,0.01506024096385542,0.08595451149927683,0,0,1,0,0,0,0,0,0,0.014583333333333334,0.03694581280788178,0.16666666666666666,0.07040547876560739,0.05555555555555555,0.0,0,0.0,1,3,0.12022703818369453,0.09660842754367935,0.0,0.015205395462906193
0.56,0,0.43191056910569103,0.002008032128514056,0.06472018691291702,0,0,1,0,0,0,0,0,0,0.025,0.06157635467980296,0.16666666666666666,0.07040547876560739,0.1111111111111111,0.0,0,0.0,1,0,0.08823529411764705,0.6109969167523125,0.505464480874317,0.04143692564745196
0.7466666666666667,1,0.6646341463414634,0.002008032128514056,0.17168650762115167,0,0,1,0,0,0,0,0,0,0.115625,0.0,0.9999999999999999,0.25226541946799186,0.4444444444444444,0.16666666666666666,0,0.0,0,0,0.0,0.0010277492291880781,0.008196721311475419,0.0
0.3066666666666667,1,0.1524390243902439,0.007028112449799196,0.09650809797034189,0,0,0,1,0,0,0,0,0,0.0375,0.0,0.9999999999999999,0.25226541946799186,0.06944444444444445,0.0,0,0.0,1,4,0.12332301341589266,0.2697841726618705,0.0,0.01852958756724447
0.16,0,0.0,0.003012048192771084,0.2709283659424321,0,0,1,0,1,0,0,0,0,0.04270833333333333,0.10344827586206896,0.5,0.14314945504656115,0.05555555555555555,0.3333333333333333,0,0.0,0,3,0.0,0.0015416238437821173,0.008196721311475419,0.0
0.28,1,0.20528455284552846,0.020080321285140562,0.05731360363653703,0,0,0,0,1,0,0,0,0,0.0125,0.0,0.9999999999999999,0.25226541946799186,0.05555555555555555,0.16666666666666666,0,0.0,1,4,0.18472652218782248,0.17677286742034945,0.008196721311475419,0.009896249002394254
0.44,1,0.14634146341463414,0.47891566265060237,0.1503568193016196,0,0,0,1,0,0,0,0,0,0.010416666666666666,0.0,0.9999999999999999,0.12306343174510377,0.0,0.3333333333333333,0,0.0,1,0,0.5196078431372548,0.4799588900308325,0.0,0.0
0.6933333333333334,1,0.7327235772357723,0.061244979919678706,0.26240920577904225,0,0,0,0,0,0,1,0,0,0.08020833333333334,0.0,0.9999999999999999,0.2566501023092663,0.013888888888888888,0.5,0,0.0,1,0,0.5598555211558307,0.05755395683453238,0.008196721311475419,0.0008163265306122448
0.7200000000000001,0,0.49898373983739835,0.0823293172690763,0.08595451149927683,0,0,0,1,0,0,0,0,0,0.009375,0.0,0.9999999999999999,0.16457176264250217,0.0,0.0,0,0.0,1,0,0.11661506707946336,0.13103802672147996,0.0,0.0
0.4266666666666667,0,0.25609756097560976,0.043172690763052204,0.04119713273042262,0,0,1,0,0,0,0,0,0,0.01875,0.0,0.33333333333333337,0.10677746690608428,0.09722222222222221,0.0,0,0.0,1,0,0.07997936016511867,0.4295991778006167,0.5027322404371585,0.039999999999999994
0.3066666666666667,0,0.17479674796747968,0.05220883534136546,0.034871338429995076,0,0,0,0,0,0,1,0,0,0.009375,0.0,0.9999999999999999,0.25226541946799186,0.027777777777777776,0.16666666666666666,0,0.0,1,4,0.11145510835913312,0.5698869475847893,0.008196721311475419,0.0082010582010582
0.22666666666666668,0,0.17073170731707318,0.11244979919678713,0.15134224454439976,0,0,1,0,0,0,0,0,0,0.04375,0.0,0.9999999999999999,0.25226541946799186,0.0,0.16666666666666666,0,0.0,1,3,0.1811145510835913,0.8314491264131552,0.5027322404371585,0.0
0.28,1,0.1758130081300813,0.05522088353413654,0.04799974569671154,0,0,0,1,0,0,0,0,0,0.0125,0.0,0.9999999999999999,0.25226541946799186,0.013888888888888888,0.16666666666666666,0,0.0,1,4,0.3384932920536635,0.2749229188078109,0.5027322404371585,0.0013501742160278746
0.6933333333333334,0,0.3008130081300813,0.001004016064257028,0.6321343992879508,0,0,0,1,0,0,0,0,0,0.384375,0.0,0.9999999999999999,0.2063724057293189,0.2777777777777778,0.8333333333333333,0,0.0,0,0,0.0,0.0005138746145940391,0.008196721311475419,0.0
0.09333333333333334,1,0.0,0.0050200803212851405,0.25945293005070175,0,0,1,0,0,0,0,0,0,0.07395833333333333,0.16009852216748768,0.16666666666666666,0.07040547876560739,0.06944444444444445,0.3333333333333333,0,0.0,0,1,0.0,0.0025693730729701952,0.008196721311475419,0.0
0.28,0,0.21646341463414634,0.13353413654618473,0.023395902538264696,0,0,0,1,0,0,0,0,0,0.014583333333333334,0.0,0.9999999999999999,0.1186787489038293,0.1111111111111111,0.16666666666666666,0,0.0,1,4,0.10113519091847264,0.84224049331963,0.0,0.03615160349854227
0.5866666666666667,0,0.2530487804878049,0.007028112449799196,0.42096730613347744,1,0,1,0,0,0,0,0,0,0.296875,0.0,0.9999999999999999,0.25226541946799186,0.2222222222222222,0.5,0,0.0,1,0,0.586687306501548,0.0035971223021582736,0.008196721311475419,0.012463877371529087
0.5733333333333334,1,0.5315040650406504,0.001004016064257028,0.024349539869987443,0,0,0,1,0,0,0,0,0,0.004166666666666667,0.0,0.9999999999999999,0.25226541946799186,0.027777777777777776,0.0,0,0.0,1,0,0.05314757481940144,0.6551901336073999,0.002732240437158473,0.017198335644937585
0.12000000000000001,0,0.0,0.0251004016064257,0.09352003433094394,0,0,1,0,0,0,0,0,0,0.019791666666666666,0.03201970443349754,0.16666666666666666,0.07040547876560739,0.013888888888888888,0.5,0,0.0,1,1,0.36068111455108354,0.24768756423432683,0.5027322404371585,0.001267116288575516
0.3066666666666667,0,0.19410569105691056,0.0251004016064257,0.014336347886898613,0,0,0,1,0,0,0,0,0,0.0,0.0,0.9999999999999999,0.12306343174510377,0.013888888888888888,0.0,0,0.0,1,4,0.10216718266253869,0.4835560123329908,0.0,0.004473304473304474
0.25333333333333335,0,0.13821138211382114,0.048192771084337345,0.05527917732886184,0,0,0,1,0,0,0,0,0,0.025,0.0,0.9999999999999999,0.2566501023092663,0.05555555555555555,0.16666666666666666,0,0.0,1,3,0.14654282765737872,0.050873586844809866,0.008196721311475419,0.012474849094567404
0.5733333333333334,0,0.20223577235772358,0.001004016064257028,0.2701336681659965,1,0,0,1,0,0,0,0,0,0.221875,0.0,0.9999999999999999,0.08944752996199942,0.125,0.5,0,0.0,1,0,0.588235294117647,0.0005138746145940391,0.008196721311475419,0.006992481203007519
0.5066666666666667,1,0.4867886178861789,0.07429718875502007,0.2821812864567605,0,0,0,1,1,0,1,0,0,0.017708333333333333,0.04187192118226601,0.16666666666666666,0.03349062513049651,0.0,0.6666666666666666,0,0.0,1,0,0.674406604747162,0.2723535457348407,0.008196721311475419,0.0
0.36000000000000004,1,0.23577235772357724,0.1325301204819277,0.09860610010013192,0,0,1,0,0,0,0,0,0,0.022916666666666665,0.0,0.9999999999999999,0.25226541946799186,0.0,0.16666666666666666,0,0.0,1,4,0.14551083591331268,0.07708119218910586,0.008196721311475419,0.0
0.3066666666666667,0,0.2540650406504065,0.012048192771084336,0.009536373317227459,0,0,0,1,0,0,0,0,0,0.007291666666666667,0.0,0.9999999999999999,0.1186787489038293,0.1111111111111111,0.0,0,0.0,1,4,0.014963880288957686,0.24100719424460432,0.008196721311475419,0.2443349753694581
0.04,1,0.0,0.001004016064257028,0.2658423001732441,0,0,1,0,0,0,0,0,0,0.035416666666666666,0.07142857142857142,0.16666666666666666,0.05971520440973817,0.06944444444444445,0.3333333333333333,0,0.0,0,1,0.0,0.0005138746145940391,0.008196721311475419,0.0
0.3066666666666667,0,0.2632113821138211,0.22389558232931725,0.02244226520654195,0,0,0,0,0,0,1,0,0,0.0020833333333333337,0.0,0.9999999999999999,0.24408067816427945,0.013888888888888888,0.16666666666666666,0,0.0,1,4,0.12229102167182662,0.8884892086330936,0.0,0.0037371910789632304
0.04,1,0.0,0.03614457831325301,0.0626539726941844,0,0,1,0,0,0,0,0,0,0.0125,0.03201970443349754,0.16666666666666666,0.07875725560613021,0.041666666666666664,0.0,0,0.0,1,1,0.07739938080495355,0.6284686536485098,0.505464480874317,0.017714285714285714
0.29333333333333333,0,0.2571138211382114,0.029116465863453813,0.4130521162801787,0,0,1,0,0,0,0,0,0,0.428125,0.0,0.9999999999999999,0.25226541946799186,0.41666666666666663,0.6666666666666666,0,0.0,1,4,0.542311661506708,0.4224049331963001,0.5027322404371585,0.02528204431154003
0.12000000000000001,1,0.20223577235772358,0.0050200803212851405,0.2251219861086829,0,0,1,0,0,0,0,0,0,0.065625,0.15763546798029557,0.16666666666666666,0.07040547876560739,0.08333333333333333,0.3333333333333333,0,0.0,0,1,0.0,0.0025693730729701952,0.008196721311475419,0.0
0.04,1,0.0,0.0050200803212851405,0.37237948408220356,0,0,1,0,0,0,0,0,0,0.11979166666666667,0.2413793103448276,0.16666666666666666,0.06923623000793419,0.09722222222222221,0.5,0,0.0,0,1,0.0,0.0025693730729701952,0.008196721311475419,0.0
0.49333333333333335,1,0.3231707317073171,0.3443775100401606,0.03849516029054151,0,0,0,1,0,1,0,0,0,0.0010416666666666667,0.0,0.0,0.034033490625130496,0.0,0.16666666666666666,0,0.0,1,0,0.17956656346749225,0.9501541623843782,0.5027322404371585,0.0
0.3066666666666667,0,0.21443089430894308,0.2901606425702811,0.027305815598327957,1,0,0,1,0,0,0,0,0,0.00625,0.0,0.9999999999999999,0.16895644548377667,0.08333333333333333,0.3333333333333333,0,0.0,1,4,0.5139318885448916,0.1957862281603289,0.008196721311475419,0.005335628227194493
0.3066666666666667,1,0.20528455284552846,0.013052208835341365,0.02975348474974967,0,0,0,1,0,0,0,0,0,0.0125,0.0,0.9999999999999999,0.0938322128032739,0.06944444444444445,0.0,0,0.0,1,4,0.07791537667698657,0.6166495375128469,0.008196721311475419,0.029328287606433304
0.3866666666666667,1,0.15142276422764228,0.03112449799196787,0.03229651763434366,0,0,0,1,0,0,0,0,0,0.029166666666666667,0.0,0.9999999999999999,0.2566501023092663,0.19444444444444442,0.0,0,0.0,1,4,0.07791537667698657,0.6258992805755396,0.505464480874317,0.08211920529801324
0.4133333333333334,0,0.1524390243902439,0.04216867469879518,0.4087925361984837,0,0,1,1,0,0,0,0,0,0.22083333333333333,0.059113300492610835,0.9999999999999999,0.2566501023092663,0.125,0.6666666666666666,0,0.0,1,0,0.6197110423116614,0.047790339157245634,0.008196721311475419,0.006637326037825622
0.6533333333333333,0,0.5071138211382114,0.04718875502008032,0.07425656023014447,0,0,0,1,0,0,0,0,0,0.023958333333333335,0.046798029556650245,0.5,0.14314945504656115,0.06944444444444445,0.16666666666666666,0,0.0,1,0,0.12332301341589266,0.7980472764645427,0.5027322404371585,0.01852958756724447
0.25333333333333335,1,0.16260162601626016,0.013052208835341365,0.023491266271436974,0,0,0,1,0,0,0,0,0,0.011458333333333334,0.0,0.9999999999999999,0.1397252265419468,0.08333333333333333,0.16666666666666666,0,0.0,1,3,0.11197110423116614,0.17317574511819117,0.008196721311475419,0.024489795918367346
0.76,1,0.5782520325203252,0.10240963855421686,0.05098780933610948,0,0,1,0,0,0,0,0,0,0.005208333333333334,0.0,0.9999999999999999,0.24408067816427945,0.0,0.3333333333333333,0,0.0,1,0,0.1243550051599587,0.3607399794450154,0.0,0.0
0.4133333333333334,0,0.38414634146341464,0.03413654618473895,0.019581353211373716,0,0,0,0,0,0,1,0,0,0.0,0.0,0.9999999999999999,0.160479391990646,0.013888888888888888,0.0,0,0.0,1,0,0.028379772961816305,0.15159301130524153,0.0,0.016103896103896103
0.29333333333333333,0,0.1839430894308943,0.014056224899598391,0.05922087829998252,0,0,0,0,0,0,1,0,0,0.021875,0.0,0.9999999999999999,0.25226541946799186,0.06944444444444445,0.0,0,0.0,1,4,0.15737874097007223,0.2420349434737924,0.5027322404371585,0.014519906323185013
0.4666666666666667,0,0.3323170731707317,0.05120481927710843,0.06948837357153075,0,0,0,1,0,0,0,0,0,0.019791666666666666,0.04926108374384237,0.5,0.14314945504656115,0.09722222222222221,0.16666666666666666,0,0.0,1,0,0.11971104231166149,0.8001027749229188,0.5027322404371585,0.026724137931034484
0.26666666666666666,0,0.13211382113821138,0.013052208835341365,0.026256814533432933,0,0,0,1,0,0,0,0,0,0.013541666666666667,0.0,0.9999999999999999,0.12306343174510377,0.08333333333333333,0.16666666666666666,0,0.0,1,3,0.09752321981424147,0.5683453237410072,0.008196721311475419,0.028117913832199543
0.2,0,0.0,0.03313253012048192,0.0819492347060413,0,0,1,0,0,0,0,0,0,0.017708333333333333,0.04433497536945813,0.16666666666666666,0.07040547876560739,0.041666666666666664,0.5,0,0.0,1,3,0.40041279669762636,0.6264131551901336,0.505464480874317,0.0034241531664212076
0.14666666666666667,1,0.0,0.0050200803212851405,0.22763323108221944,0,1,0,0,0,0,0,0,0,0.053125,0.0,0.16666666666666666,0.07040547876560739,0.05555555555555555,0.3333333333333333,0,0.0,0,3,0.0,0.0025693730729701952,0.008196721311475419,0.0
0.10666666666666667,0,0.0,0.006024096385542168,0.3856827248597358,0,0,1,0,0,0,0,0,0,0.11041666666666666,0.22660098522167488,0.16666666666666666,0.07040547876560739,0.05555555555555555,0.6666666666666666,0,0.0,0,1,0.0,0.0030832476875642346,0.008196721311475419,0.0
0.52,0,0.16971544715447154,0.053212851405622486,0.019581353211373716,0,0,0,1,0,0,0,0,0,0.01875,0.0,0.9999999999999999,0.25226541946799186,0.08333333333333333,0.0,0,0.0,1,0,0.049019607843137254,0.6664953751284687,0.002732240437158473,0.05593984962406015
0.26666666666666666,0,0.133130081300813,0.08132530120481928,0.027369391420442805,0,0,0,1,0,0,0,0,0,0.0020833333333333337,0.0,0.9999999999999999,0.25226541946799186,0.0,0.0,0,0.0,1,3,0.049019607843137254,0.3720452209660843,0.5027322404371585,0.0
